iter	Logloss
117	0.5814339048
118	0.5811698571
119	0.5808777619
120	0.5806094762
121	0.580274381
122	0.5800110476
123	0.5797993333
124	0.579542619
125	0.5792885714
126	0.578996619
127	0.5787654286
128	0.5785571905
129	0.578296619
130	0.578041
131	0.5777894286
132	0.5775711905
133	0.5773760952
134	0.5771025714
135	0.576855381
136	0.5766430952
137	0.5764050476
138	0.5761999048
139	0.5759138095
140	0.5756859524
141	0.5754813333
142	0.5753061905
143	0.575085381
144	0.5748500952
145	0.5746457619
146	0.5744717143
147	0.5741659048
148	0.5739589048
149	0.5736971429
150	0.5735096667
151	0.573297619
152	0.5731218571
153	0.572936
154	0.5727316667
155	0.5725481429
156	0.5723032857
157	0.572105381
158	0.571941
159	0.5717762381
160	0.5715965714
161	0.571445619
162	0.5712750952
163	0.5711174762
164	0.5709544286
165	0.570721381
166	0.5704868095
167	0.5703245238
168	0.5701272381
169	0.5699270476
170	0.5697055714
171	0.5695369524
172	0.5693758095
173	0.5692298095
174	0.5690522857
175	0.5689043333
176	0.5687376667
177	0.5685582381
178	0.5684078095
179	0.5682685238
180	0.5681112381
181	0.5679478571
182	0.5677179524
183	0.5675644286
184	0.5674247619
185	0.5672762381
186	0.5671073333
187	0.5669680952
188	0.5668002857
189	0.5666736667
190	0.5665133333
191	0.5663651905
192	0.5661667143
193	0.5660416667
194	0.565911
195	0.5657100476
196	0.5655205238
197	0.5653265714
198	0.5652007619
199	0.5650328095
200	0.5648807619
201	0.5647540952
202	0.5646245238
203	0.5644750952
204	0.564347619
205	0.5642194762
206	0.5640745238
207	0.56395
208	0.5638367143
209	0.563680381
210	0.5635240952
211	0.5634052857
212	0.5632845714
213	0.5631661905
214	0.5630546667
215	0.5629106667
216	0.562758619
217	0.562653619
218	0.5625435238
219	0.5624107143
220	0.5622930476
221	0.5621792381
222	0.5620497143
223	0.5619401429
224	0.5618395238
225	0.561681619
226	0.5615514762
227	0.561444619
228	0.5613429524
229	0.5612311429
230	0.5610755238
231	0.560957619
232	0.5608385714
233	0.560739381
234	0.5606005238
235	0.5604914762
236	0.5603840476
237	0.5602824762
238	0.5601850476
239	0.5600751905
240	0.5599830476
241	0.5598890476
242	0.5597949048
243	0.559707619
244	0.5595672857
245	0.5594768571
246	0.559335
247	0.559233
248	0.5591307619
249	0.5589851905
250	0.5588745714
251	0.5587700952
252	0.5586799524
253	0.5585772381
254	0.5584577619
255	0.5583407143
256	0.5582444286
257	0.5581557143
258	0.5580138095
259	0.5579129048
260	0.5578164286
261	0.5577297619
262	0.5576563333
263	0.5575645714
264	0.5574367143
265	0.557344
266	0.5572382857
267	0.5571173333
268	0.5570219524
269	0.5568960952
270	0.5568169048
271	0.5567397619
272	0.5566424762
273	0.5565062857
274	0.5564231905
275	0.5563310952
276	0.5562395714
277	0.5561122381
278	0.5560307143
279	0.5559589048
280	0.5558588571
281	0.5557815714
282	0.5556709048
283	0.5555789524
284	0.5554997619
285	0.555425619
286	0.555349619
287	0.5552427143
288	0.5551707619
289	0.5550974762
290	0.5550210952
291	0.554927
292	0.5548341905
293	0.5547464762
294	0.5546341905
295	0.5545525238
296	0.5544636667
297	0.5543851429
298	0.5543044286
299	0.554193
300	0.5541218571
301	0.5540539524
302	0.5539862381
303	0.5538824286
304	0.5537835238
305	0.553662
306	0.5535818095
307	0.553510381
308	0.5534224762
309	0.5533507143
310	0.553257619
311	0.5532024286
312	0.5531109524
313	0.5530469048
314	0.5529737143
315	0.552887
316	0.5528035714
317	0.552727619
318	0.5526274286
319	0.5525679524
320	0.552491619
321	0.5524252381
322	0.5523334762
323	0.5522740952
324	0.5521884286
325	0.5521193333
326	0.5520489048
327	0.5519864762
328	0.5519287143
329	0.5518652381
330	0.5517934762
331	0.5517344762
332	0.5516569048
333	0.5515940952
334	0.5514842381
335	0.5514200476
336	0.5513291429
337	0.5512643333
338	0.5511961429
339	0.5511232857
340	0.5510428571
341	0.5509729524
342	0.5509171429
343	0.5508621429
344	0.5507841905
345	0.5507076667
346	0.5506265238
347	0.5505379048
348	0.5504654286
349	0.5504087143
350	0.5503367619
351	0.5502782381
352	0.5502020476
353	0.5501219524
354	0.5500395238
355	0.5499689524
356	0.549917381
357	0.5498611429
358	0.5497872381
359	0.5497188095
360	0.5496684762
361	0.5496170476
362	0.5495414762
363	0.5494770476
364	0.549425619
365	0.5493740476
366	0.549294
367	0.5492188095
368	0.5491625238
369	0.5490996667
370	0.5490340476
371	0.5489540476
372	0.5488920952
373	0.5488424762
374	0.5487917143
375	0.548732619
376	0.5486718571
377	0.5486252381
378	0.5485822381
379	0.5485031429
380	0.5484538095
381	0.5483797619
382	0.5483175238
383	0.5482736667
384	0.5481940952
385	0.5481386667
386	0.5480518095
387	0.547983619
388	0.5479226667
389	0.5478652857
390	0.5478001905
391	0.5477416667
392	0.5476710952
393	0.5476185238
394	0.5475616667
395	0.5475192381
396	0.5474520952
397	0.5473968571
398	0.5473424762
399	0.5472923333
400	0.5472316667
401	0.5471640476
402	0.5471165238
403	0.5470733333
404	0.5470280952
405	0.5469773333
406	0.5469154762
407	0.5468648095
408	0.5468205714
409	0.5467699524
410	0.5467170952
411	0.5466490476
412	0.5465832381
413	0.5465198571
414	0.5464788571
415	0.5464188571
416	0.5463764762
417	0.5463275714
418	0.5462586667
419	0.5461985238
420	0.5461550952
421	0.5461130476
422	0.5460534286
423	0.5460008571
424	0.545949
425	0.5459009048
426	0.5458616667
427	0.5458004762
428	0.5457414286
429	0.5456879048
430	0.5456385238
431	0.545583619
432	0.5455453333
433	0.5455071429
434	0.545445381
435	0.5453993333
436	0.5453577143
437	0.5452931905
438	0.5452492381
439	0.545195381
440	0.5451429524
441	0.545094381
442	0.5450524286
443	0.5449866667
444	0.544942619
445	0.5448905714
446	0.5448513333
447	0.5447946667
448	0.5447585714
449	0.544716619
450	0.5446741905
451	0.5446254286
452	0.544589
453	0.5445369048
454	0.5444923333
455	0.5444358571
456	0.5443759524
457	0.5443394286
458	0.5442799524
459	0.5442395714
460	0.5441895238
461	0.5441502857
462	0.5441042381
463	0.5440609524
464	0.5440215714
465	0.5439665238
466	0.5439092381
467	0.5438556667
468	0.5438134762
469	0.5437702381
470	0.5437318095
471	0.5436921429
472	0.5436551905
473	0.5435997143
474	0.5435605714
475	0.5435260952
476	0.5434720952
477	0.5434261905
478	0.5433675714
479	0.5433215238
480	0.5432823333
481	0.5432119048
482	0.5431763333
483	0.5431322857
484	0.543069381
485	0.5430258095
486	0.5429869048
487	0.5429529048
488	0.5429140952
489	0.5428607143
490	0.5428258095
491	0.5427798571
492	0.5427390952
493	0.5427067619
494	0.5426584286
495	0.542627619
496	0.5425773333
497	0.5425405238
498	0.5424921905
499	0.5424436667
500	0.542404381
501	0.5423621429
502	0.5423154762
503	0.5422721905
504	0.5422385238
505	0.5422061905
506	0.5421620476
507	0.5421047143
508	0.5420729524
509	0.5420278571
510	0.5419807143
511	0.5419532857
512	0.5419139524
513	0.5418716667
514	0.5418276667
515	0.5417784286
516	0.5417385238
517	0.5417030476
518	0.5416581905
519	0.5416324286
520	0.5415886667
521	0.5415525238
522	0.5415078095
523	0.5414615238
524	0.5414153333
525	0.5413869048
526	0.5413497143
527	0.5413117143
528	0.5412581429
529	0.541227619
530	0.5411881429
531	0.5411437143
532	0.5410816667
533	0.541043381
534	0.5409899524
535	0.5409532857
536	0.5409090952
537	0.5408515238
538	0.540812
539	0.5407711429
540	0.5407268571
541	0.5406907143
542	0.5406514762
543	0.5406109048
544	0.5405831905
545	0.5405451905
546	0.5405038095
547	0.5404735238
548	0.5404376667
549	0.5403978095
550	0.5403648571
551	0.5403237143
552	0.540283
553	0.5402474286
554	0.5402217143
555	0.5401753333
556	0.540145381
557	0.5401139048
558	0.5400794762
559	0.5400360476
560	0.5399930952
561	0.5399537619
562	0.5399073333
563	0.5398688095
564	0.5398415238
565	0.5398069524
566	0.5397685714
567	0.5397388571
568	0.5397127619
569	0.5396707619
570	0.5396347619
571	0.5395980952
572	0.5395615714
573	0.539524381
574	0.5394877619
575	0.5394521429
576	0.5394183333
577	0.5393676667
578	0.5393304762
579	0.5393036667
580	0.539267619
581	0.539233381
582	0.5391909048
583	0.5391556667
584	0.539113381
585	0.5390800952
586	0.5390557619
587	0.539015619
588	0.5389767619
589	0.5389504286
590	0.5389184762
591	0.5388811429
592	0.5388467143
593	0.5388149048
594	0.5387872381
595	0.538756619
596	0.5387304762
597	0.5386908571
598	0.5386569048
599	0.5386297619
600	0.538590619
601	0.5385651905
602	0.5385260952
603	0.5384920476
604	0.5384639524
605	0.5384319524
606	0.5384023333
607	0.5383749048
608	0.5383495714
609	0.538311
610	0.5382748571
611	0.538246619
612	0.5382117619
613	0.538172619
614	0.5381371905
615	0.5381083333
616	0.5380753333
617	0.5380538571
618	0.5380277143
619	0.5379973333
620	0.5379644286
621	0.5379297143
622	0.5378990476
623	0.5378764286
624	0.5378457619
625	0.537803619
626	0.5377800952
627	0.537751
628	0.5377235238
629	0.5376904762
630	0.5376536667
631	0.5376297619
632	0.5376048095
633	0.5375762381
634	0.537548619
635	0.5375225238
636	0.5374939048
637	0.5374700476
638	0.5374407143
639	0.5374014762
640	0.5373709048
641	0.5373438571
642	0.5373127619
643	0.5372847143
644	0.5372457619
645	0.5372089524
646	0.5371810952
647	0.5371564762
648	0.537133619
649	0.5371072857
650	0.5370783333
651	0.537038619
652	0.5370028571
653	0.5369744762
654	0.5369572381
655	0.5369358095
656	0.5369100476
657	0.5368812381
658	0.53685
659	0.5368313333
660	0.5367965714
661	0.5367647619
662	0.5367377619
663	0.5367070952
664	0.5366760952
665	0.5366536667
666	0.5366233333
667	0.5365962857
668	0.5365606667
669	0.5365335714
670	0.5365104762
671	0.5364849524
672	0.5364598571
673	0.5364386667
674	0.5364128571
675	0.5363847619
676	0.5363524762
677	0.5363255238
678	0.5362944762
679	0.5362744286
680	0.5362430476
681	0.5362110476
682	0.5361831905
683	0.5361548571
684	0.5361256667
685	0.5361051905
686	0.5360807619
687	0.5360536667
688	0.5360206667
689	0.5359950952
690	0.5359618095
691	0.5359310476
692	0.5359004286
693	0.5358730952
694	0.535841
695	0.5358085714
696	0.5357769048
697	0.5357357143
698	0.5357098571
699	0.5356845238
700	0.5356500476
701	0.5356296667
702	0.5356081905
703	0.5355814762
704	0.5355629048
705	0.5355356667
706	0.5355108571
707	0.5354937619
708	0.5354782381
709	0.5354509048
710	0.5354252857
711	0.5354013333
712	0.5353797143
713	0.5353505238
714	0.5353198095
715	0.5353015238
716	0.5352729524
717	0.5352482857
718	0.5352159524
719	0.535192
720	0.535173619
721	0.5351420476
722	0.5351197619
723	0.5350874762
724	0.5350626667
725	0.5350448571
726	0.5350245714
727	0.534997619
728	0.5349734286
729	0.5349541905
730	0.5349357619
731	0.5349134762
732	0.5348960952
733	0.534874
734	0.5348398571
735	0.5348223333
736	0.5347984762
737	0.534769
738	0.5347384762
739	0.5347085714
740	0.5346801905
741	0.5346634286
742	0.5346348095
743	0.5346058571
744	0.5345859524
745	0.5345632857
746	0.534541
747	0.534510619
748	0.5344855238
749	0.5344571429
750	0.5344369048
751	0.5344168571
752	0.5343928095
753	0.5343743333
754	0.534355
755	0.5343302857
756	0.5342968095
757	0.534278381
758	0.5342509524
759	0.5342239524
760	0.5341951905
761	0.5341744762
762	0.5341489048
763	0.5341299524
764	0.5341039524
765	0.5340792381
766	0.5340620476
767	0.5340420952
768	0.5340252857
769	0.5340084286
770	0.5339939048
771	0.5339692381
772	0.5339451905
773	0.5339194286
774	0.5338920476
775	0.5338711429
776	0.5338459048
777	0.5338252381
778	0.5338015714
779	0.533777619
780	0.5337581905
781	0.5337316667
782	0.5337030952
783	0.5336781429
784	0.5336570476
785	0.5336307619
786	0.5336160476
787	0.5335921429
788	0.5335767143
789	0.5335564762
790	0.5335352381
791	0.5335086667
792	0.5334801905
793	0.5334579048
794	0.5334384762
795	0.5334171905
796	0.5333931905
797	0.5333654286
798	0.53334
799	0.5333161429
800	0.5332826667
801	0.533245619
802	0.5332251429
803	0.533194
804	0.5331718571
805	0.5331509048
806	0.5331221429
807	0.5331070952
808	0.5330908095
809	0.5330718571
810	0.5330432857
811	0.5330070476
812	0.5329868095
813	0.5329580476
814	0.5329293333
815	0.5329115714
816	0.5328928571
817	0.5328680952
818	0.5328438571
819	0.5328224762
820	0.532802381
821	0.532772
822	0.5327442857
823	0.532714381
824	0.5326985238
825	0.5326719524
826	0.5326558095
827	0.532632
828	0.5326149524
829	0.5326012857
830	0.5325849048
831	0.5325689524
832	0.5325467619
833	0.5325305714
834	0.5325107619
835	0.532497619
836	0.5324767143
837	0.5324542857
838	0.532431381
839	0.5324088571
840	0.5323898095
841	0.5323695238
842	0.5323530952
843	0.5323251905
844	0.5323021429
845	0.532285381
846	0.532259381
847	0.5322387143
848	0.5322105714
849	0.5321940952
850	0.5321730476
851	0.5321558571
852	0.5321364762
853	0.5321127619
854	0.5320898571
855	0.5320705238
856	0.532053
857	0.5320338571
858	0.5320168571
859	0.5319971905
860	0.531974619
861	0.5319502857
862	0.5319299048
863	0.5319110476
864	0.5318888095
865	0.5318676667
866	0.5318480476
867	0.5318217143
868	0.5317992857
869	0.5317771429
870	0.531757381
871	0.5317390476
872	0.5317224286
873	0.5316995714
874	0.5316831429
875	0.531662
876	0.531638619
877	0.5316223333
878	0.5315978095
879	0.5315725238
880	0.5315575714
881	0.5315358095
882	0.5314984286
883	0.5314702857
884	0.5314487619
885	0.531433619
886	0.5314100476
887	0.5313940476
888	0.531379381
889	0.531358381
890	0.5313417619
891	0.5313241429
892	0.5313038571
893	0.5312846667
894	0.5312720476
895	0.5312545714
896	0.531238
897	0.5312218095
898	0.531203619
899	0.531183381
900	0.5311622857
901	0.5311365238
902	0.5311209048
903	0.5310974286
904	0.5310762381
905	0.5310587619
906	0.5310397143
907	0.5310177143
908	0.5309999524
909	0.5309827619
910	0.5309600476
911	0.5309410476
912	0.5309161429
913	0.5309038095
914	0.5308879048
915	0.5308705714
916	0.5308545714
917	0.5308337143
918	0.530814619
919	0.5307967619
920	0.5307650476
921	0.5307429524
922	0.5307245714
923	0.5307070952
924	0.5306907619
925	0.5306711905
926	0.5306543333
927	0.530635381
928	0.5306181905
929	0.530598619
930	0.5305766667
931	0.5305551429
932	0.5305367619
933	0.530514381
934	0.5304932381
935	0.5304783333
936	0.5304589524
937	0.5304430952
938	0.5304202381
939	0.5304064286
940	0.5303855238
941	0.5303706667
942	0.5303482857
943	0.5303335714
944	0.5303153333
945	0.5302981429
946	0.530283619
947	0.5302618571
948	0.5302460952
949	0.5302300476
950	0.5302125238
951	0.5302001905
952	0.5301835238
953	0.5301660952
954	0.5301467619
955	0.5301292381
956	0.5301128571
957	0.5300890952
958	0.5300745714
959	0.5300584762
960	0.5300388095
961	0.5300159524
962	0.5300012857
963	0.5299793333
964	0.5299471429
965	0.5299289048
966	0.52991
967	0.5298874762
968	0.5298662381
969	0.5298502381
970	0.5298337619
971	0.529818619
972	0.5298024286
973	0.5297752857
974	0.5297554286
975	0.5297409048
976	0.5297262381
977	0.5297118095
978	0.5296951429
979	0.5296719048
980	0.5296590952
981	0.5296427143
982	0.5296241905
983	0.5296062857
984	0.529576
985	0.5295637619
986	0.5295492857
987	0.529528381
988	0.5295064286
989	0.5294728571
990	0.5294545238
991	0.5294380952
992	0.5294184762
993	0.5294029048
994	0.5293875714
995	0.5293659048
996	0.5293470476
997	0.5293311429
998	0.5293131905
999	0.5293012857
