iter	RMSE
564	0.3882378932
565	0.3880418939
566	0.3878843039
567	0.3877727379
568	0.3877140531
569	0.3875888428
570	0.3875089728
571	0.3873918159
572	0.3873168136
573	0.3871163721
574	0.386999552
575	0.3868923808
576	0.3868163066
577	0.3866871822
578	0.3865446557
579	0.3863727177
580	0.3862398372
581	0.3861174464
582	0.3860212843
583	0.3858924974
584	0.3857945061
585	0.3856841822
586	0.3853966916
587	0.3851849196
588	0.384994346
589	0.3848880489
590	0.3846168864
591	0.3844637475
592	0.3843017065
593	0.3841793912
594	0.3840470643
595	0.3838665763
596	0.3837827204
597	0.3836104431
598	0.3834547847
599	0.3833545686
600	0.3832235319
601	0.3831258904
602	0.383021708
603	0.3829192056
604	0.3827480699
605	0.3826251165
606	0.3825084956
607	0.382365579
608	0.3823001245
609	0.3821110214
610	0.381989185
611	0.3819046601
612	0.3817486441
613	0.3816237692
614	0.3815326909
615	0.3813975024
616	0.3813074632
617	0.3812270017
618	0.3810902509
619	0.380941273
620	0.3806597249
621	0.3806241614
622	0.3805512654
623	0.3804035149
624	0.3802702783
625	0.3801469047
626	0.3799485438
627	0.3798003963
628	0.3796321147
629	0.3795367717
630	0.379446225
631	0.3793393193
632	0.3792065994
633	0.3791049115
634	0.3789879577
635	0.3789423226
636	0.3789014892
637	0.3788022817
638	0.3787148909
639	0.378626598
640	0.3785140423
641	0.3783930775
642	0.3781925822
643	0.3780728333
644	0.3779535292
645	0.3777841835
646	0.3777018513
647	0.3776040486
648	0.377498603
649	0.3773959245
650	0.3773046326
651	0.377236939
652	0.3770890431
653	0.3769982164
654	0.3768602414
655	0.3767686587
656	0.3766843229
657	0.3765611542
658	0.3764190999
659	0.3762925298
660	0.3761795123
661	0.3760799075
662	0.3759872081
663	0.3757377926
664	0.3756463733
665	0.3755114366
666	0.3754373893
667	0.3752832429
668	0.3751955709
669	0.3750885351
670	0.374920142
671	0.374786145
672	0.3746873907
673	0.3745787796
674	0.3745044605
675	0.3744366837
676	0.3742858656
677	0.3741929392
678	0.3741080299
679	0.3740100062
680	0.3737937328
681	0.3737062455
682	0.3735560516
683	0.3734629472
684	0.3734077576
685	0.3732219947
686	0.3731170852
687	0.3730285884
688	0.3728979906
689	0.3727768824
690	0.3726498541
691	0.3725207931
692	0.3724379528
693	0.3723465061
694	0.3722327381
695	0.3721552215
696	0.3720598943
697	0.3719166127
698	0.3718379182
699	0.3717022528
700	0.3716292218
701	0.3715003211
702	0.3714013401
703	0.3713333204
704	0.3712193503
705	0.3711202988
706	0.3709093127
707	0.3707330206
708	0.3706324936
709	0.3705186145
710	0.3702701862
711	0.3701964538
712	0.370127743
713	0.3700281206
714	0.3699159667
715	0.3698253623
716	0.3697802958
717	0.3696969439
718	0.3696102332
719	0.3695129786
720	0.3693969651
721	0.3692650814
722	0.3691742577
723	0.36909801
724	0.3690241327
725	0.3688984358
726	0.3688077319
727	0.368746891
728	0.3686763005
729	0.3685788139
730	0.3684660329
731	0.3683179634
732	0.3681952381
733	0.3680815798
734	0.3679802236
735	0.3677980478
736	0.3676322863
737	0.3674314847
738	0.3673181991
739	0.3671114257
740	0.3670207494
741	0.3669436208
742	0.3668675261
743	0.3667888749
744	0.3667029337
745	0.3665845631
746	0.3664937767
747	0.36639127
748	0.366219164
749	0.3661386697
750	0.3659761145
751	0.365910922
752	0.3657461002
753	0.3656814685
754	0.3654658206
755	0.3653847058
756	0.3652774411
757	0.3651830661
758	0.3650664607
759	0.3649317081
760	0.3648087706
761	0.3646918211
762	0.3645777028
763	0.3644730979
764	0.3643983521
765	0.3642979138
766	0.3642434004
767	0.3641168767
768	0.3639812837
769	0.3638357942
770	0.3637411292
771	0.3636575796
772	0.3635072035
773	0.3633907823
774	0.3632363387
775	0.3631692327
776	0.3630537604
777	0.3629344962
778	0.3628614408
779	0.362795823
780	0.3627196379
781	0.3625814446
782	0.3625052429
783	0.3624053718
784	0.3623113889
785	0.3621956932
786	0.3620783734
787	0.3619409764
788	0.3618561634
789	0.3616849591
790	0.3615955154
791	0.3615481365
792	0.3614121043
793	0.3612906044
794	0.3611727447
795	0.3610337863
796	0.3609800367
797	0.3608605863
798	0.3607505985
799	0.3606077838
800	0.3605167611
801	0.3603998458
802	0.3603094158
803	0.3601340934
804	0.3600187469
805	0.3598851028
806	0.3597151035
807	0.3596171142
808	0.359511941
809	0.3594139455
810	0.3593340758
811	0.3592739193
812	0.3591367722
813	0.3590351061
814	0.3589537611
815	0.3588900169
816	0.3587378806
817	0.3586428989
818	0.3585214186
819	0.3584335847
820	0.3583472077
821	0.3582739252
822	0.3581888997
823	0.3581096535
824	0.3578524494
825	0.3577616345
826	0.357671705
827	0.3574780969
828	0.3573543582
829	0.3572237352
830	0.3571325576
831	0.3570718436
832	0.3569495641
833	0.3568937115
834	0.35679448
835	0.3567485346
836	0.3566359693
837	0.3565266974
838	0.3564513668
839	0.3563611912
840	0.356270931
841	0.3561588383
842	0.3560765114
843	0.3559226395
844	0.3558421113
845	0.3557995236
846	0.3556434153
847	0.3555585045
848	0.3554535524
849	0.355345871
850	0.355253499
851	0.3551831517
852	0.3550829088
853	0.3549775478
854	0.3548985003
855	0.3548227552
856	0.354767874
857	0.3547020059
858	0.3546039879
859	0.3544821088
860	0.3543863523
861	0.3542369317
862	0.3541184411
863	0.3540578771
864	0.3539951246
865	0.3539730588
866	0.3539157256
867	0.3538293019
868	0.3537542616
869	0.3536829673
870	0.3535713818
871	0.3535041539
872	0.3534028742
873	0.3533280361
874	0.3531952121
875	0.3531227404
876	0.3530708571
877	0.3529345239
878	0.3528052555
879	0.3526501977
880	0.352559804
881	0.3525011968
882	0.3523943063
883	0.3523059549
884	0.3522071611
885	0.352136378
886	0.3520096522
887	0.3519485183
888	0.3518348228
889	0.3518006771
890	0.3517599018
891	0.351671522
892	0.3515913387
893	0.3514822644
894	0.3513818793
895	0.3512377927
896	0.3511707108
897	0.3510321729
898	0.3509742529
899	0.3508636983
900	0.350775209
901	0.3507041164
902	0.3506440044
903	0.3505773188
904	0.3504958228
905	0.3504118926
906	0.3503173668
907	0.3502497728
908	0.3501748313
909	0.3501255188
910	0.3500894315
911	0.3499703361
912	0.3498624163
913	0.3498279307
914	0.3497374724
915	0.3496669435
916	0.3495593188
917	0.3494710478
918	0.3493992732
919	0.3492975839
920	0.3490841363
921	0.3489905339
922	0.3488708486
923	0.3487730219
924	0.3486688371
925	0.3485547212
926	0.3484402667
927	0.3483737527
928	0.3482602167
929	0.3481737484
930	0.3481022955
931	0.3480077616
932	0.3479373033
933	0.3478733239
934	0.3478118318
935	0.3477403159
936	0.3476854316
937	0.3476098966
938	0.3474929535
939	0.3474300398
940	0.3472688546
941	0.3471957435
942	0.3471043631
943	0.347035967
944	0.3469144001
945	0.3468485839
946	0.3467532441
947	0.346653081
948	0.346573254
949	0.3464843656
950	0.3463889444
951	0.3463039651
952	0.3462191832
953	0.3461244144
954	0.3460404757
955	0.3459412825
956	0.345834678
957	0.3457032033
958	0.3456167887
959	0.3455263072
960	0.3454278227
961	0.3453075788
962	0.3452386359
963	0.3451622255
964	0.3450496786
965	0.3449715482
966	0.3448933534
967	0.3448105757
968	0.3447096748
969	0.344631158
970	0.3445833272
971	0.3444901383
972	0.344402547
973	0.3443130979
974	0.3442305972
975	0.3441902634
976	0.3441270995
977	0.3440402603
978	0.3439620825
979	0.3438393394
980	0.343742759
981	0.3436567193
982	0.343582204
983	0.3434400383
984	0.3433459289
985	0.3430891852
986	0.3430409332
987	0.3429594387
988	0.3428820341
989	0.3428116032
990	0.3427222028
991	0.3426425638
992	0.3425764015
993	0.3424298073
994	0.3423375785
995	0.342255701
996	0.3422063072
997	0.3420968341
998	0.3419818988
999	0.3418536507
